name,elevation_ft,iso_country,iso_region,continent
St Joseph Heliport,1350.0,US,US-KS,
Lone Pine Aerodrome,720.0,US,US-KY,
Swamp Smith Airport,180.0,US,US-LA,
Il Dept of Corrections/Lawrence County Heliport,490.0,US,US-IL,
Coastal Ridge Airpark,20.0,US,US-LA,
Crowhurst Heliport,70.0,US,US-MA,
De Witt Property Airport,605.0,US,US-MI,
Peil/Juliar Seaplane Base,627.0,US,US-MN,
Cyanamid-Hannibal Heliport,468.0,US,US-MO,
Colle Field,25.0,US,US-MS,
Carolinas Medical Center Heliport,750.0,US,US-NC,
Plath Farms Airport,928.0,US,US-ND,
Evans Ranch Airport,2895.0,US,US-NE,
Stone Song Heliport,360.0,US,US-NH,
Chilton Memorial Hospital Heliport,186.0,US,US-NJ,
Hendershot Airport,300.0,US,US-NY,
Arend Airport,720.0,US,US-OH,
Mohican Air Park,1180.0,US,US-OH,
Double Bar S Ranches Airport,950.0,US,US-OK,
Providence Medical Center Heliport,234.0,US,US-OR,
Waltz Airport,542.0,US,US-PA,
Fox Field,730.0,US,US-PA,
Toms Creek Airport,80.0,US,US-SC,
Jsi Airport,590.0,US,US-TX,
Bee Creek Airport,760.0,US,US-TX,
Livingston Hospital Heliport,990.0,US,US-TN,
Canyon Lake Airport,940.0,US,US-TX,
Buckmaster Heliport,920.0,US,US-TX,
Yuba Airport,645.0,US,US-MI,
Loudoun Hospital Center Heliport,315.0,US,US-VA,
Orbit Heliport,22.0,US,US-WA,
Thiessen Field,1200.0,US,US-WI,
Dell Childrens North Hospital Heliport,934.0,US,US-TX,
Flying Hare Field Airport,225.0,US,US-TX,
Seal Island Heliport,30.0,US,US-AK,
Silcox Memorial Heliport,339.0,US,US-AL,
Black Horse Landing Ultralightport,1207.0,US,US-AR,
Continental Airport,2869.0,US,US-AZ,
Wells Airport,890.0,US,US-MI,
Los Angeles County/USC Medical Center Heliport,454.0,US,US-CA,
59 Ranch Airport,154.0,US,US-CA,
Farnsworth Ranch Airstrip,50.0,US,US-CA,
Lone Tree Ranch Airport,5525.0,US,US-CO,
Rimes Lakecrest Airport,65.0,US,US-FL,
Rush Airport,80.0,US,US-FL,
St Vincent's Medical Center Heliport,63.0,US,US-FL,
Buford Precinct Heliport,1070.0,US,US-GA,
Brown Airport,850.0,US,US-IN,
Clarion Field,800.0,US,US-IL,
Ellison Airport,875.0,US,US-IN,
Enoch Airport,676.0,US,US-IL,
Cyber Density Balloon Spot Balloonport,75.0,US,US-NJ,
Blue Sky Ranch and Aerodrome,1250.0,US,US-KS,
Welcome Field,695.0,US,US-KY,
Carriage Lane Airport,920.0,US,US-MI,
Ms Pats Airport,10.0,US,US-LA,
Crawford Memorial Hospital Heliport,550.0,US,US-IL,
The Bluffs Heliport,116.0,US,US-LA,
Vortex Heliport,24.0,US,US-MS,
Idlewide Heliport,25.0,US,US-MA,
Matinicus Island Airport,15.0,US,US-ME,
Law Field,920.0,US,US-MI,
Wipline Airport,687.0,US,US-MN,
Camp Clark Army Heliport,900.0,US,US-MO,
Haynes Ranch Airport,3620.0,US,US-MT,
AE 146 Pike County Heliport,521.0,US,US-MO,
Johnston Airport,715.0,US,US-NC,
Shelburnes Airport,3475.0,US,US-NE,
Cobbetts Pond Seaplane Base,177.0,US,US-NH,
Mid-State Heliport,260.0,US,US-NJ,
Tiger Paw Aerodrome,295.0,US,US-NY,
Ciszak Airport,1397.0,US,US-NY,
Gainey Heliport,940.0,US,US-OH,
Fawcett Center For Tomorrow Heliport,738.0,US,US-OH,
Schumacher Field,1595.0,US,US-OK,
Henderson Farm Airport,1750.0,US,US-OK,
Freight Wagon Field,3195.0,US,US-OR,
Spring Land Heliport,550.0,US,US-PA,
Sabinsville-Consolidated Heliport,1618.0,US,US-PA,
Kershaw Health Medical Center Heliport,158.0,US,US-SC,
Texas Health Presbyterian Hospital Plano Heliport,669.0,US,US-TX,
NE Police Station Nr 2 Heliport,53.0,US,US-TX,
DeKalb Community Hospital Heliport,1114.0,US,US-TN,
Hempstead Gliderport,260.0,US,US-TX,
Flying B Ranch Airstrip,1750.0,US,US-TX,
Community Memorial Hospital Heliport,470.0,US,US-VA,
Fisher Ranch Airport,1521.0,US,US-WA,
Barker Strip,1000.0,US,US-WI,
Rcade Ranch Airport,267.0,US,US-TX,
Nocona General Hospital Heliport,905.0,US,US-TX,
W. M. Thomas Pad Heliport,165.0,US,US-AL,
Flyway Farm Airstrip,150.0,US,US-AK,
Hidden Springs Airpark,346.0,US,US-AL,
David Stanley Memorial Airport,200.0,US,US-AR,
Valley Farms Airport,1478.0,US,US-AZ,
Stone Land County Airport,265.0,US,US-CA,
Tri-City Hospital Heliport,260.0,US,US-CA,
Blackwell Land Company Airport,760.0,US,US-CA,
Fat Chance Airport,7100.0,US,US-CO,
Orlando Helicopter Adventures Heliport,85.0,US,US-FL,
Bay Helicopters Heliport,16.0,US,US-FL,
Mease Countryside Hospital Heliport,32.0,US,US-FL,
Lola Landing Airport,870.0,US,US-GA,
Squaw Harbor Seaplane Base,0.0,US,US-AK,
Dorothy Roeber Memorial Heliport,5200.0,US,US-ID,
Newby Landing Airport,878.0,US,US-IN,
Batchtown Heliport,595.0,US,US-IL,
Peterson Ultralightport,730.0,US,US-IN,
Gillen Airport,750.0,US,US-IL,
White Farms Airport,1000.0,US,US-KS,
Arnolds Airport,843.0,US,US-KY,
Lafayette Training Center - Cusa Heliport,106.0,US,US-LA,
Calhoun Medical Center Heliport,460.0,US,US-IL,
Squires Heliport,15.0,US,US-LA,
Beth Israel Deaconess Medical Center Heliport,161.0,US,US-MA,
Tecumseh Mills Airport,797.0,US,US-MI,
Wagner Farm Airport,935.0,US,US-MN,
Harrison Private Airport,1050.0,US,US-MO,
16 Ranch Airport,3960.0,US,US-MT,
Greensboro North Airport,900.0,US,US-NC,
Frevert Airstrip,1800.0,US,US-NE,
Long Pond Landing Heliport,185.0,US,US-NH,
Colliers Mills Heliport,130.0,US,US-NJ,
Dew Airpark,2100.0,US,US-NY,
Wright's Field,770.0,US,US-OH,
Verhoff Airport,728.0,US,US-OH,
Jones Air Park,1100.0,US,US-OK,
Jasper Ridge Airstrip,1125.0,US,US-OR,
Episcopal Hospital Heliport,74.0,US,US-PA,
Us Army Reserve Center Heliport,480.0,US,US-PA,
G W Heliport,824.0,US,US-TX,
Houston Police Department Northwest Heliport,101.0,US,US-TX,
Ruckman Field,660.0,US,US-TN,
4BH Heliport,920.0,US,US-TX,
Bevoni-Flying B Airport,763.0,US,US-TX,
Park City Regional Medical Center Heliport,6759.0,US,US-UT,
Carilion Westlake Center Heliport,990.0,US,US-VA,
North Hero Passage Seaplane Base,102.0,US,US-VT,
Holland Air Park,730.0,US,US-WI,
Mill Iron Ranch South Airport,2097.0,US,US-TX,
Veterans Heliport,455.0,US,US-AL,
Beech Creek Airport,175.0,US,US-AR,
Sarita Airport,1464.0,US,US-AZ,
Billy Joe Airport,1350.0,US,US-CA,
Lyall-Roberts Airport,925.0,US,US-CA,
Arnold Ranch Airport,382.0,US,US-CA,
Ash Mesa Heliport,5681.0,US,US-CO,
Advent Health Orlando Heliport,75.0,US,US-FL,
Ringhaver Heliport,31.0,US,US-FL,
Flying Harness Farms Airport,78.0,US,US-FL,
Blue Bird Field,800.0,US,US-GA,
Troy Skypark Airport,930.0,US,US-OH,
Hungry Ridge Ranch Airport,4599.0,US,US-ID,
Winn Field,808.0,US,US-IN,
Minder Airport,600.0,US,US-IL,
Felix Airport,750.0,US,US-IN,
Hilbert Airport,890.0,US,US-IL,
Bar P Ranch Airport,1060.0,US,US-KS,
University of Kentucky Hospital Heliport,1050.0,US,US-KY,
Wayne Brown Airport,59.0,US,US-LA,
Dale Curten Farm Airport,615.0,US,US-IL,
Vortex 2 Heliport,20.0,US,US-LA,
Hornersville Memorial Airport,248.0,US,US-MO,
Hanson Heliport,400.0,US,US-MA,
Handleman Sky Ranch Airport,1150.0,US,US-MI,
Nagel and Schultz Airport,970.0,US,US-MN,
Mayes Homestead Airport,1000.0,US,US-MO,
P2 Landing Airport,246.0,US,US-MS,
Garrison Dam Recreational Airpark,1723.0,US,US-ND,
Valdese General Hospital Heliport,1250.0,US,US-NC,
Sunset Strip,2360.0,US,US-ND,
Watermeier Airport,1100.0,US,US-NE,
Hooksett's Seaplane Landing,175.0,US,US-NH,
Deepwater Heliport,,US,US-NJ,
Cuba Memorial Hospital Heliport,1600.0,US,US-NY,
Southwest General Hospital Heliport,792.0,US,US-OH,
Cole Airfield,1100.0,US,US-OH,
Mercy Hospital Heliport,1072.0,US,US-OK,
Vey Sheep Ranch Airport,4158.0,US,US-OR,
Roadcap Airport,731.0,US,US-PA,
UPMC Hanover Hospital Heliport,672.0,US,US-PA,
Fort Peck Airport,2290.0,US,US-MT,
Texas Health Presbyterian Hospital Dallas Heliport,563.0,US,US-TX,
Johnnie Volk Field,13.0,US,US-TX,
University of Tennessee Lifestar Sweetwater Heliport,968.0,US,US-TN,
J Linn Airport,460.0,US,US-TX,
Yates Field,1400.0,US,US-TX,
St. Mary's Hospital Heliport,263.0,US,US-VA,
Brisson Airport,320.0,US,US-VT,
Baumann Farm Inc. Airport,1600.0,US,US-WA,
Docken Field,1230.0,US,US-WI,
Skydive Houston Airport,235.0,US,US-TX,
Lake Whitney Country Club Airport,627.0,US,US-TX,
Mels Airport,340.0,US,US-AK,
Sawtooth Plantation Airport,350.0,US,US-AL,
Williams Field,1150.0,US,US-AR,
Peabody Bedard Field,6564.0,US,US-AZ,
Cain Field,889.0,US,US-MI,
Cashen Airport,225.0,US,US-CA,
Riego Flight Strip,21.0,US,US-CA,
Sanborn Airport,36.0,US,US-CA,
Basin Clinic Heliport,5400.0,US,US-CO,
Blue Springs Airport,95.0,US,US-FL,
Griffin's Main Office Heliport,125.0,US,US-FL,
Flagler Hospital Heliport,26.0,US,US-FL,
Lanier Park Hospital Heliport,1171.0,US,US-GA,
Weller Airport,1150.0,US,US-OH,
Sky Ranch North Airport,2750.0,US,US-ID,
Hampton Field,895.0,US,US-IN,
Abraham Lincoln Memorial Hosp Heliport,593.0,US,US-IL,
Fuller Field,910.0,US,US-IN,
Winchester Airport,685.0,US,US-IL,
Lucas Airport,1485.0,US,US-KS,
Savute Airport,1400.0,US,US-KS,
Grant County Hospital Heliport,956.0,US,US-KY,
Whiteville Airport,43.0,US,US-LA,
Gateway Regional Medical Center Heliport,425.0,US,US-IL,
Ace Flying Airport,23.0,US,US-LA,
Chicora Field,700.0,US,US-MI,
Chandler Personal Use Airport,1380.0,US,US-MN,
Barber Airport,480.0,US,US-MO,
AV8-ORR Helicopters Heliport,3600.0,US,US-MT,
Smyrna Airport,18.0,US,US-DE,
Annie Penn Hospital Heliport,816.0,US,US-NC,
Schroeder Private Airport,1140.0,US,US-ND,
Boardman Aerial Airport,1720.0,US,US-NE,
Wjrz Radio Heliport,11.0,US,US-NJ,
Greenlawn Farm Airport,1010.0,US,US-NY,
Industry Air Park,877.0,US,US-OH,
Ronshausen Airport,750.0,US,US-OH,
Duncan Regional Hospital Heliport,1120.0,US,US-OK,
Pge Boardman Heliport,682.0,US,US-OR,
Aerequus Airport,390.0,US,US-PA,
Waisley Airport,950.0,US,US-PA,
La Dolce Terra Airport,890.0,US,US-SC,
Kurio Heliport,110.0,US,US-TX,
John S Dunn Heliport,225.0,US,US-TX,
Sugar Grove Airport,800.0,US,US-TN,
Steeplechase Heliport,120.0,US,US-TX,
Olympus Airport,613.0,US,US-TX,
Lyndon B Johnson General Hospital Heliport,40.0,US,US-TX,
Hoytsville Airport,5800.0,US,US-UT,
Arthur Municipal Airport,3646.0,US,US-NE,
State Police Division Three Heliport,830.0,US,US-VA,
Carilion Tazewell Community Hospital Heliport,2477.0,US,US-VA,
Muddy Paw Airport,372.0,US,US-VT,
Lynden Airport,106.0,US,US-WA,
Blakely Island Airport,66.0,US,US-WA,
Northport Airport,800.0,US,US-WI,
River's Edge Farm Airport,810.0,US,US-WV,
Walk-Air Airport,474.0,US,US-TX,
San Rafael Ranch Airport,312.0,US,US-TX,
Kroenke Strip,340.0,US,US-AK,
Twin Cities Airport,410.0,US,US-AR,
Lukachukai Airport,6433.0,US,US-AZ,
Nugent Chamberlain Lake Seaplane Base,945.0,US,US-ME,
Sce Palm Springs District Heliport,300.0,US,US-CA,
Castle Heliport,1459.0,US,US-CA,
Adventist Health Ukiah Valley Heliport,608.0,US,US-CA,
Flying M Ranch Airport,7200.0,US,US-CO,
Bayhealth Medical Center Heliport,202.0,US,US-DE,
Sanders Ranch Airport,150.0,US,US-FL,
Ancient Oaks Airport,26.0,US,US-FL,
Palm Beach Sheriff's Range Heliport,20.0,US,US-FL,
Avoca Airport,726.0,US,US-MI,
Wayne Memorial Hospital Heliport,99.0,US,US-GA,
Husband Field,1010.0,US,US-IA,
Albion Municipal Airport,4777.0,US,US-ID,
Miller Field,957.0,US,US-IN,
Mason Airport,591.0,US,US-IL,
Roberts Field,1085.0,US,US-IN,
Hagi Landing Area Airport,620.0,US,US-IL,
Pomona Lake Airport,1050.0,US,US-KS,
Rolling Meadows Airport,1050.0,US,US-KS,
Somerset-Pulaski Co EMS Heliport,993.0,US,US-KY,
Whitaker Ultralightport,65.0,US,US-LA,
Sullivan Airport,635.0,US,US-IL,
Barton Hall Airfield,21.0,US,US-MD,
Maine Coast Memorial Heliport,161.0,US,US-ME,
Huber Airport,1418.0,US,US-MI,
Anthony Private Airport,1000.0,US,US-MN,
Gardner Airport,1325.0,US,US-MO,
Rebel Field,1078.0,US,US-NC,
New Jersey State Police Troop B Headquarters Heliport,190.0,US,US-NJ,
Print Pad Heliport,63.0,US,US-NY,
Crosswind Meadows Airport,1160.0,US,US-OH,
Paradise Air Haven Airport,1205.0,US,US-OK,
Croman Heliport,1280.0,US,US-OR,
Strom Field,941.0,US,US-WA,
Gehris Airport,570.0,US,US-PA,
Nelson's Run Airport,1305.0,US,US-PA,
Stat Medevac Harborcreek Heliport,760.0,US,US-PA,
Flyin' B Airport,70.0,US,US-TX,
Rizzy Ridge Airport,775.0,US,US-SC,
Tripp Creek Airport,717.0,US,US-MI,
Flying Tigers Airport,588.0,US,US-TX,
Seminole Spraying Service Airport,3372.0,US,US-TX,
Big Sandy Airpark,632.0,US,US-TN,
Hearthstone Heliport,125.0,US,US-TX,
Sony Microelectronics Helistop,765.0,US,US-TX,
Kingstowne Heliport,200.0,US,US-VA,
Tailskid Ranch Airport,1910.0,US,US-WA,
S & S Ranch Airport,1200.0,US,US-WI,
Childrens Medical Center Plano Heliport,675.0,US,US-TX,
Kimble Hospital Heliport,1749.0,US,US-TX,
Flying-A-Ranch Airport,630.0,US,US-MI,
Grove Hill Municipal Airport,478.0,US,US-AL,
Seymour Lake Seaplane Base,320.0,US,US-AK,
Arlington Municipal Airport,1818.0,US,US-SD,
CVTC Field Heliport,50.0,US,US-AK,
Little Niklason Lake Seaplane Base,380.0,US,US-AK,
Deshka Landing Airport,110.0,US,US-AK,
Niklason Lake Estates Airport,410.0,US,US-AK,
Songlo Vista Airport,825.0,US,US-AK,
Johnson Airport,102.0,US,US-AK,
Drift River Airport,30.0,US,US-AK,
B & B Boys Ranch Airport,300.0,US,US-AK,
Laub Airport,100.0,US,US-AK,
Boisselle's Strip,400.0,US,US-AK,
River John Airport,170.0,US,US-AK,
Fayette County Hospital Heliport,370.0,US,US-AL,
Flying H Ranch Airport,264.0,US,US-AL,
East Alabama Medical Center Heliport,749.0,US,US-AL,
Tuscaloosa Police Department Heliport,160.0,US,US-AL,
Aldot Complex Heliport,221.0,US,US-AL,
Edwards Farm Airport,750.0,US,US-AL,
Town & Country Airpark,730.0,US,US-AL,
Flowers Field,280.0,US,US-AL,
Flint River Ranch Airport,590.0,US,US-AL,
Cullman Regional Medical Center Heliport,826.0,US,US-AL,
Frost Flying Inc Airport,240.0,US,US-AR,
Pine Mountain Heliport,800.0,US,US-AR,
Ridgeway Field,1400.0,US,US-AR,
Cypress Creek Airport,280.0,US,US-AR,
Four Mile Creek Ranch Airport,500.0,US,US-AR,
Tripp Strip,210.0,US,US-AR,
Crystal Ridge Airport,500.0,US,US-AR,
Taylor Field,1315.0,US,US-AR,
River Acres Airport,260.0,US,US-AR,
Hog Air Aviation Inc Airport,240.0,US,US-AR,
Flagstaff Medical Center Heliport,7016.0,US,US-AZ,
Pixley-Richards Gilbert Heliport,1231.0,US,US-AZ,
University of Arizona Maricopa Agricultural Center Airport,1181.0,US,US-AZ,
Page Hospital Emergency Medical Heliport,4300.0,US,US-AZ,
John C Lincoln Deer Valley Hospital Heliport,1380.0,US,US-AZ,
Hualapai Airport,5317.0,US,US-AZ,
Banner Del E Webb Medical Center Heliport,1255.0,US,US-AZ,
The Buttes in Tempe Heliport,1297.0,US,US-AZ,
High Mesa Airpark,3080.0,US,US-AZ,
Ina Road Heliport,2192.0,US,US-AZ,
Sterling Airport,459.0,US,US-MA,
Shady Acres Airport,445.0,US,US-WA,
Mishawaka Pilots Club Airport,755.0,US,US-IN,
Campbell Lake Seaplane Base,20.0,US,US-AK,
Burroughs Heliport,262.0,US,US-CA,
Newport Beach Police Heliport,156.0,US,US-CA,
Jamboree Center Helistop,77.0,US,US-CA,
Dixon Airport,2440.0,US,US-CA,
Haws Airport,192.0,US,US-CA,
Trizec 5670 Wilshire LLC Heliport,559.0,US,US-CA,
Metz Airport,240.0,US,US-CA,
Holy Cross Medical Center Heliport,1031.0,US,US-CA,
Clark Ranch Airport,276.0,US,US-CA,
UC Davis Medical Center Tower II Heliport,236.0,US,US-CA,
Metropolitan Water District Heliport,465.0,US,US-CA,
Meadow Airstrip,345.0,US,US-CA,
World Trade Center Heliport,398.0,US,US-CA,
Pasadena Police Benedict Heliport,960.0,US,US-CA,
Chase Plaza Heliport,412.0,US,US-CA,
Long Point Heliport,85.0,US,US-CA,
Raleigh Enterprises Heliport,200.0,US,US-CA,
Toyota Helistop,60.0,US,US-CA,
SCE Northern Division Heliport,273.0,US,US-CA,
Santa Barbara Cottage Hospital Heliport,201.0,US,US-CA,
Kaiser Permanente Anaheim Medical Center Heliport,341.0,US,US-CA,
Los Angeles County Sheriffs Dept South LA Heliport,209.0,US,US-CA,
Alta Mesa Airpark,125.0,US,US-CA,
Sky Island Ranch Airport,5300.0,US,US-CO,
Cridler Field,6460.0,US,US-CO,
Mertens Airport,4192.0,US,US-CO,
Sterling Regional Medical Center Heliport,3946.0,US,US-CO,
Tercio Ranch Airstrip,7957.0,US,US-CO,
Texas Creek Heliport,6250.0,US,US-CO,
Dietrichs Airport,6780.0,US,US-CO,
Estes Park Medical Center Heliport,7674.0,US,US-CO,
D B Smith Memorial Heliport,9710.0,US,US-CO,
Crivitz Municipal Airport,731.0,US,US-WI,
Ephraim-Gibraltar Airport,773.0,US,US-WI,
Bordner Airport,690.0,US,US-OH,
Dalton Airport,733.0,US,US-MI,
Pronger Bros Ranch Airport,3722.0,US,US-TX,
Skylane Airport,380.0,US,US-IN,
Excelsior Springs Memorial Airport,997.0,US,US-MO,
Forest Hill Airport,775.0,US,US-MI,
Fly High Heliport,115.0,US,US-FL,
Southfork Heliport,80.0,US,US-FL,
Gulf Coast Medical Center Heliport,18.0,US,US-FL,
Richard Kohler Heliport,25.0,US,US-FL,
Sumter County Sheriff's Heliport,77.0,US,US-FL,
Flying 4 Ranch Airport,27.0,US,US-FL,
Searey Central SPB,67.0,US,US-FL,
Last Chance Ranch Airport,70.0,US,US-FL,
Tampa Bay Executive Airport,41.0,US,US-FL,
Leesburg Regional Medical Center Heliport,75.0,US,US-FL,
Holmes Regional Medical Center Heliport,40.0,US,US-FL,
Florida Flying Gators Airport,30.0,US,US-FL,
Arnold Palmer Hospital Heliport,150.0,US,US-FL,
Tradewinds Aerodrome,5.0,US,US-FL,
Indian River Memorial Hospital Heliport,11.0,US,US-FL,
West Boca Medical Center Heliport,20.0,US,US-FL,
Prairie Lake Private Residential Seaplane Base,86.0,US,US-FL,
Franklin Flying Field,740.0,US,US-IN,
Mount Royal Airport,60.0,US,US-FL,
Two J's Flying Ranch Airport,60.0,US,US-FL,
AdventHealth Fish Memorial Hospital Heliport,45.0,US,US-FL,
Sheriff's Operation Center Heliport,70.0,US,US-FL,
Knobel Heliport,38.0,US,US-FL,
Mills Ranch South Airport,60.0,US,US-FL,
Wink TV Heliport,6.0,US,US-FL,
Ascension Sacred Heart Hospital Emerald Coast Heliport,17.0,US,US-FL,
Hart Airport,125.0,US,US-FL,
Sun N Lake Heliport,156.0,US,US-FL,
Gen-Airpark,645.0,US,US-IL,
Butler Farm Show Airport,1333.0,US,US-PA,
Grant Airport,790.0,US,US-GA,
Prattsburg Airport,554.0,US,US-GA,
Tanner Medical Center Heliport,1062.0,US,US-GA,
Warren Field,1866.0,US,US-GA,
Stonewall Heliport,1020.0,US,US-GA,
Diamond R Ranch Airport,1213.0,US,US-GA,
Erlen Airport,1044.0,US,US-GA,
Rhodes Air Ranch Airport,195.0,US,US-GA,
Cauley's Airstrip,251.0,US,US-GA,
Vintage Field,873.0,US,US-GA,
Okefenokee Heliport,125.0,US,US-GA,
Williams Heliport,990.0,US,US-GA,
Broad River Air Park,690.0,US,US-GA,
Fox Mountain Airport,925.0,US,US-GA,
Rockdale Hospital Heliport,865.0,US,US-GA,
Wellstar Douglas Hospital Heliport,1120.0,US,US-GA,
Eden Field,30.0,US,US-GA,
Prater Ranch Airport,460.0,US,US-GA,
Holly Farm Airport,900.0,US,US-GA,
Cottonwood Lake Seaplane Base,300.0,US,US-AK,
Erie Air Park,600.0,US,US-IL,
Elwood Airport,866.0,US,US-IN,
Washington County Hospital Heliport,760.0,US,US-IA,
Whites Airport,1050.0,US,US-IA,
Greene County Medical Center Heliport,1050.0,US,US-IA,
Des Moines General Hospital Heliport,889.0,US,US-IA,
Robinson Airport,1000.0,US,US-IA,
Kerr Airport,1450.0,US,US-IA,
Ottumwa Hospital Heliport,845.0,US,US-IA,
Daec Heliport,753.0,US,US-IA,
UnityPoint Keokuk Heliport,617.0,US,US-IA,
Rake Airport,1180.0,US,US-IA,
The Last Resort Airport,3155.0,US,US-ID,
Health Center Heliport,2560.0,US,US-ID,
Indian Creek Ranch Airport,2674.0,US,US-ID,
Terry's Airport,850.0,US,US-IN,
Fremont (Murphy) Airport,1050.0,US,US-IN,
Shenandoah Flying Field,720.0,US,US-IN,
Fifer Field,445.0,US,US-IN,
Basting Airport,755.0,US,US-IN,
Lafayette Home Hospital Heliport,680.0,US,US-IN,
Stout Field,700.0,US,US-IN,
Hawthorn Mine Heliport,533.0,US,US-IN,
Army Aviation Support Facility Heliport,790.0,US,US-IN,
Birkey Private Airport,796.0,US,US-IN,
Dick's Strip,850.0,US,US-IN,
Patten Industries Heliport,695.0,US,US-IL,
Silver Creek Gliderport,595.0,US,US-IL,
Sweedler Airport,669.0,US,US-IL,
Stillman Fire Heliport,720.0,US,US-IL,
Maaks Heliport,527.0,US,US-IL,
Illinois State Fair Heliport,580.0,US,US-IL,
Pinckneyville Correctional Center Heliport,463.0,US,US-IL,
Home Free Airport,819.0,US,US-IL,
Evanston Hospital-Golf Course Site Heliport,610.0,US,US-IL,
Alekat Acres Airport,600.0,US,US-IL,
Flying M Airport,640.0,US,US-IN,
Dupouy Airport,860.0,US,US-IN,
Carlson Farm Airport,690.0,US,US-IN,
Johnson Airport,830.0,US,US-IN,
Pippenger Airport,980.0,US,US-IN,
Holloway Field,750.0,US,US-IN,
Chain-O-Lakes Airport,743.0,US,US-IN,
Ddt Field,823.0,US,US-IN,
Thomas Airport,890.0,US,US-IN,
Mc Coy Airport,615.0,US,US-IL,
Earp Airport,740.0,US,US-IL,
Noland Farms Airport,600.0,US,US-IL,
Merkle Airport,970.0,US,US-IL,
Holmes Southeast Airport,590.0,US,US-IL,
Davy Jones Private Airport,500.0,US,US-IL,
Foote Airport,650.0,US,US-IL,
Rinkenberger Restricted Landing Area,808.0,US,US-IL,
Grand Tower Heliport,370.0,US,US-IL,
Davis Field,68.0,US,US-GA,
Cherry Hill Heliport,3.0,US,US-NJ,
Skilak BLM Helistop,275.0,US,US-AK,
Hillsboro Municipal Airport,637.0,US,US-IL,
Upper Wasilla Lake Seaplane Base,330.0,US,US-AK,
Kankakee Airport,625.0,US,US-IL,
Stormont-Vail Hospital Heliport,920.0,US,US-KS,
Mesa Verde Airport,1080.0,US,US-KS,
Munson Field,1166.0,US,US-KS,
Rogers Airport,1210.0,US,US-KS,
Eveleigh Farms Airport,3207.0,US,US-KS,
High Point Airport,1395.0,US,US-KS,
St Mary Hospital Heliport,1150.0,US,US-KS,
Berwick Airport,1400.0,US,US-KS,
Reed-Wilsonton Airport,920.0,US,US-KS,
Tri Rotor Airport,3091.0,US,US-KS,
Lamar Field,410.0,US,US-KY,
Goode Airpark,395.0,US,US-KY,
Chesnut Knolls Airport,1265.0,US,US-KY,
Mason Valley Airport,510.0,US,US-KY,
Craw Daddy Landing Airport,460.0,US,US-KY,
Carroll County Hospital Heliport,480.0,US,US-KY,
Russell Airport,430.0,US,US-KY,
Eagle's Nest Airport,450.0,US,US-KY,
Fidelity Heliport,756.0,US,US-KY,
Miles Field,850.0,US,US-KY,
Charlie Hammonds Seaplane Base,5.0,US,US-LA,
Flying M Ranch Airport,830.0,US,US-MI,
Harrington Flying Service Airport,10.0,US,US-LA,
Wilder Airport,55.0,US,US-LA,
Southern Natural Gas Co. Seaplane Base,,US,US-LA,
La Coste Construction County Airport,34.0,US,US-LA,
Little Pecan Island Airport,7.0,US,US-LA,
Petroleum Helicopters Heliport,10.0,US,US-LA,
Morgan Crop Service Nr 2 Airport,12.0,US,US-LA,
Variable Bore Rams Heliport,30.0,US,US-LA,
Open A-1 Ranch Airport,16.0,US,US-LA,
Morgan Crop Service Airport,12.0,US,US-LA,
Miller Airport,760.0,US,US-IL,
Herschel Hunter Airport,470.0,US,US-IL,
Hammond-Henry Hospital Heliport,650.0,US,US-IL,
Kibler Airport,588.0,US,US-IL,
Pillow Hill Airport,815.0,US,US-IL,
Richardson Field,860.0,US,US-IL,
Bickel Airport,530.0,US,US-IL,
St Margarets Hospital Heliport,625.0,US,US-IL,
Mc Leansboro Airport,415.0,US,US-IL,
Compton Airport,535.0,US,US-IL,
Bock Farms Airport,592.0,US,US-IL,
The Place Airport,50.0,US,US-LA,
Gastons Airport,479.0,US,US-AR,
Hermitage Lions Heliport,902.0,US,US-MO,
Moontown Airport,650.0,US,US-AL,
Compaq Woburn Heliport,80.0,US,US-MA,
Marlborough Hospital Heliport,520.0,US,US-MA,
Baines Airport,1160.0,US,US-MA,
Seapuit Heliport,20.0,US,US-MA,
North Chatham Heliport,10.0,US,US-MA,
Westport Airport,80.0,US,US-MA,
Happy Heliport,127.0,US,US-MA,
Gear Plant Heliport,10.0,US,US-MA,
Sadler Hill Heliport,125.0,US,US-MA,
Marston Mills Heliport,10.0,US,US-MA,
Burhans Memorial Airport,490.0,US,US-MD,
MedStar Southern Maryland Hospital Center Heliport,270.0,US,US-MD,
Garrett County Memorial Hospital Heliport,2457.0,US,US-MD,
Hoopers Heliport,3.0,US,US-MD,
Fairview Airport,150.0,US,US-MD,
Hidden Hills Airport,20.0,US,US-MD,
West St Mary's Airport,50.0,US,US-MD,
Green Terrace Heliport,310.0,US,US-MD,
Pokety Airport,10.0,US,US-MD,
Chandler Airport,17.0,US,US-MD,
Peru / Destiny Cove SPB,580.0,US,US-ME,
Mast Cove Seaplane Base,267.0,US,US-ME,
Doss Field,1050.0,US,US-MI,
Fuller Heliport,1060.0,US,US-MI,
South Fox Island Airport,616.0,US,US-MI,
Zayti Field Heliport,901.0,US,US-MI,
Clear Sky Heliport,980.0,US,US-MI,
Innes Acres Airport,775.0,US,US-MI,
Highland Heliport,1040.0,US,US-MI,
