name,elevation_ft,iso_country,iso_region,continent
Chadbourne Ranch Airport,1974.0,US,US-TX,
Colt Mesa / Silver Falls Airstrip,5778.0,US,US-UT,
Board Ranch Airport,4609.0,US,US-UT,
Bush-Leland Airport,4380.0,US,US-NV,
Buffalo Valley Intermediate Field,4649.0,US,US-NV,
Caliente Flight Strip,4863.0,US,US-NV,
Delamar Dry Lake Landing Strip,4538.0,US,US-NV,
Bob's Field,1650.0,US,US-WA,
Bonnie Claire Lake Landing Strip,4016.0,US,US-NV,
Bonnie Claire Airport,4281.0,US,US-NV,
Chicken Ranch Airport,2595.0,US,US-NV,
Flying C Ranch Airport,6234.0,US,US-NM,
Galvan Ranch Airport,691.0,US,US-TX,
Kelvin Landing Strip,1892.0,US,US-AZ,
Morse Field,595.0,US,US-ME,
Yreka Airport,2615.0,US,US-CA,
Possum Creek Airport,10002.0,US,US-CO,
Van Vleck Tells Peak Airport,6947.0,US,US-CA,
Wide Load Airstrip,4324.0,US,US-NV,
Love Ranch Airport,3710.0,US,US-TX,
Owego Airport,2439.0,US,US-TX,
Saddleback Ranch Airport,3888.0,US,US-TX,
Saddleback Ranch Number 2 Airport,3642.0,US,US-TX,
Loma Linda University Hospital East Helipad,,US,US-CA,
Mill Creek Ranger Station Heliport,2770.0,US,US-CA,
Land and Air / Edom Airport,217.0,US,US-CA,
El Mirador Hotel Airport,525.0,US,US-CA,
Bob Jenkins,1296.0,US,US-OH,
Defuniak Springs Auxiliary Airfield,230.0,US,US-FL,
Wagner Field,228.0,US,US-FL,
Baldsiefen Field,109.0,US,US-FL,
Rock Hill LZ Airport,148.0,US,US-FL,
Epler Field,177.0,US,US-FL,
Piccolo Field,184.0,US,US-FL,
Peel Field,107.0,US,US-FL,
Fall River Airfield,4257.0,US,US-OR,
Oxborrow Ranch Landing Field,4587.0,US,US-NV,
Chuckwalla Valley State Prison Helipad,450.0,US,US-CA,
Bell Road Airstrip,1414.0,US,US-AZ,
Mountain Park Health Center Heliport,984.0,US,US-AZ,
Sport Haven Airport,240.0,US,US-NY,
Aardvark Field,6708.0,US,US-CO,
Guines Ranch Airport,14.0,US,US-FL,
Haedtler Field,751.0,US,US-IL,
Grasshopper Junction Airfield,3566.0,US,US-AZ,
Mineral Park Airstrip,3705.0,US,US-AZ,
Kingman Regional Medical Center Heliport,3432.0,US,US-AZ,
Kingman Regional Medical Center Hualapai Mountain Campus Heliport,3501.0,US,US-AZ,
Hualapai Field,3580.0,US,US-AZ,
Oro Valley Hospital Helipad,2699.0,US,US-AZ,
Robles Ranch Landing Strip,2539.0,US,US-AZ,
Empire Ranch Airport,4553.0,US,US-AZ,
Kehley Ranch Airport,472.0,US,US-TX,
Willow Flat Helipad,6834.0,US,US-WY,
Grant Village Helipad,7848.0,US,US-WY,
Yellowstone Club Heliport,7615.0,US,US-MT,
Lakefront Lodge Airport,338.0,US,US-TX,
McAllister Wash Airstrip,486.0,US,US-AZ,
Indian Wash Airstrip,445.0,US,US-AZ,
Yuma Wash East Airstrip,827.0,US,US-AZ,
Mojave Wash Airstrip,1135.0,US,US-AZ,
Senisa Ranch Airport,694.0,US,US-TX,
Wahweap Airport,3980.0,US,US-AZ,
Slide Mountain Gliderport,5105.0,US,US-NV,
Rocking Diamond G Ranch Airstrip,2502.0,US,US-AZ,
El Ranchito Aravaipa Landing Field,2192.0,US,US-AZ,
Aravaipa Airstrip,2326.0,US,US-AZ,
Turnbow Airstrip,1483.0,US,US-AZ,
Francisco Grande Gliderport,1342.0,US,US-AZ,
Skagit Valley Hospital Heliport,202.0,US,US-WA,
UMC Trauma Center Heliport,,US,US-NV,
Zon Wells Airport,160.0,US,US-OR,
Swan Island Airport,38.0,US,US-OR,
Swan Island Heliport,37.0,US,US-OR,
Television City Heliport,,US,US-CA,
Los Angeles County Sheriff West Hollywood Station Heliport,240.0,US,US-CA,
1 Hotel West Hollywood West Helipad,500.0,US,US-CA,
1 Hotel West Hollywood East Helipad,500.0,US,US-CA,
Medina Community Hospital Heliport,872.0,US,US-TX,
Houston Methodist Saint Catherine Hospital Helipad,111.0,US,US-TX,
Houston Methodist Sugar Land Hospital Helipad,,US,US-TX,
Christus Southeast Texas Saint Elizabeth Hospital Heliport,68.0,US,US-TX,
Baptist Health Hamburg Heliport,988.0,US,US-KY,
Garden Park Medical Center Heliport,16.0,US,US-MS,
Ocean Springs Hospital Heliport,22.0,US,US-MS,
West Florida Hospital Helipad,92.0,US,US-FL,
Jacksonville Airport,744.0,US,US-AL,
Owensboro Health Regional Hospital Heliport,408.0,US,US-KY,
Four Corners Regional Health Center Heliport,5440.0,US,US-AZ,
Cottage Grove Community Hospital Heliport,625.0,US,US-OR,
Lovers Lane Airport,831.0,US,US-MO,
Maxwell Aviation Airport,1677.0,US,US-KS,
Moores Field,844.0,US,US-KY,
Marmande Airport,8.0,US,US-LA,
Exclusive Landing Area,770.0,US,US-MI,
Flying E Ranch Airport,706.0,US,US-OK,
Saunders Field,321.0,US,US-VA,
Mojave Inyo Airport,,US,US-CA,
Westlake Medical Center Heliport,902.0,US,US-CA,
Wawona Airport,,US,US-CA,
Yosemite Airport,,US,US-CA,
Three Rivers Airport (2nd),,US,US-CA,
Three Rivers Airport (1935),,US,US-CA,
Saddlebrooke Landing Field,,US,US-AZ,
Buckelew Farm Landing Field,,US,US-AZ,
Patterson Landing Strip,,US,US-AZ,
Palmer Farms Airfield,,US,US-AZ,
Plummer Landing Strip,33.0,US,US-TX,
Puunene National Guard Heliport,72.0,US,US-HI,OC
Gott Landing Strip,,US,US-LA,
Sundbeck Ranch Airport,539.0,US,US-TX,
Nursery Airfield,183.0,US,US-TX,
Nogal Canyon Ranch Airport,5535.0,US,US-NM,
Rancho El Fresno Airport,592.0,US,US-TX,
Del Alto Ranch Airport,674.0,US,US-TX,
Wagon Wheel Ranch Airport,609.0,US,US-TX,
Sunny Cline Airport,956.0,US,US-TX,
Fish Creek Airport,6136.0,US,US-WY,
Wilson Airport,946.0,US,US-OK,
Whitehall Intermediate Field,4596.0,US,US-MT,
Dietrich Airport,4204.0,US,US-ID,
Shoshone Medical Center Heliport,2318.0,US,US-ID,
Shoshone Landing Area,3987.0,US,US-ID,
Howell Airport,4506.0,US,US-UT,
Runyon Landing Strip,681.0,US,US-MI,
Brewer Landing Strip,673.0,US,US-MI,
Coast Guard Air Station Salem Seaplane Base,,US,US-MA,
Coast Guard Air Station Ten Pound Island Seaplane Base,,US,US-MA,
Dodd Army Airfield,685.0,US,US-TX,
Cade Auxiliary Army Airfield,798.0,US,US-TX,
Geronimo Field,556.0,US,US-TX,
BFS Airport,3270.0,US,US-TX,
Northeast Airport,796.0,US,US-TX,
Ireland Airport,520.0,US,US-TX,
Dry Lake Landing Strip,1969.0,US,US-NV,
San Gabriel Landing Strip,496.0,US,US-TX,
RaMax Farms Airport,748.0,US,US-OK,
Carmel Hills Airport,151.0,US,US-TX,
House Landing Strip,193.0,US,US-TX,
Buell Airport,749.0,US,US-MO,
Laketown Airport,5935.0,US,US-UT,
Rich Field,602.0,US,US-TX,
Prairie Chapel Ranch / George W Bush Presidential Helipad,857.0,US,US-TX,
Rancho del Cielo / Ronald Reagan Presidential Helipad,2597.0,US,US-CA,
Walkers Point / George H W Bush Presidential Helipad,15.0,US,US-ME,
Richard Nixon Presidential Helipad,,US,US-FL,
Kelp Bay Airport,54.0,US,US-AK,
Flatonia Airport,449.0,US,US-TX,
Vacaville Gliderport,224.0,US,US-CA,
Avon Park South Target Airstrip,65.0,US,US-FL,
Avon Park North Target Airstrip,128.0,US,US-FL,
Pile Point Airport,69.0,US,US-WA,
Saltspring Airport,161.0,US,US-WA,
Shaw Island AIrport,316.0,US,US-WA,
Garibaldi Brothers Airport,21.0,US,US-CA,
Vaca-Dixon Airport,81.0,US,US-CA,
Woodburn Airport,184.0,US,US-OR,
T-Bird Airport,387.0,US,US-OR,
Goodhart Canyon Airport,1760.0,US,US-CA,
Interstate Ag Airport,269.0,US,US-CA,
Buttonwillow Land & Cattle Airport,272.0,US,US-CA,
Lappe Airport,835.0,US,US-TX,
Bethesda Airport,723.0,US,US-OK,
Beaverkill Airport,1350.0,US,US-NY,
Spring Brook Airport,1379.0,US,US-NY,
Black Pond Airfield,716.0,US,US-NY,
Malabar Naval Outlying Landing Field,24.0,US,US-FL,
Stumberg Ranch Airport,593.0,US,US-TX,
Griffin Ranch Airport,784.0,US,US-TX,
Taylor Airport,491.0,US,US-MO,
Dunsford Airport,471.0,US,US-MO,
Schnelle Airport,487.0,US,US-IL,
Windy Hill Airport,552.0,US,US-MO,
Sunland Airport,955.0,US,US-AZ,
Vicksburg Junction Airstrip,1289.0,US,US-AZ,
San Carlos Apache Healthcare Heliport,2759.0,US,US-AZ,
Date Creek Ranch Airport,2800.0,US,US-AZ,
Santa Maria Ranch Airport,1804.0,US,US-AZ,
R/A Ranch Airfield,3260.0,US,US-AZ,
Cane Springs Ranch Airstrip,2820.0,US,US-AZ,
Bug Heaven Airfield,1043.0,US,US-AZ,
Range Two Heliport,1004.0,US,US-AZ,
Grove Airport,9.0,US,US-FL,
River Mountain Ranch Airport,1178.0,US,US-TX,
Buckelew Creek Airport,2114.0,US,US-TX,
Greenwood Valley Ranch Airport,2054.0,US,US-TX,
Christus Saint Michael Atlanta Hospital Heliport,317.0,US,US-TX,
Longview Regional Medical Center Heliport,361.0,US,US-TX,
Pat Miller Hill Airport,333.0,US,US-TX,
Port Aransas Airport (1948),7.0,US,US-TX,
Premont Airport,151.0,US,US-TX,
UCHealth Longs Peak Hospital Heliport,4977.0,US,US-CO,
Quebec 01 Missile Alert Facility Helipad,5945.0,US,US-WY,
Richmond County Airport,12.0,US,US-NY,
Fendley Airport,,US,US-TX,
Greer Airfield,,US,US-TX,
Sheffield East Airport,2221.0,US,US-TX,
Murray-Air Kapolei Airport,,US,US-HI,OC
Marine Corps Air Station Ewa,,US,US-HI,OC
Waipi'o Peninsula Naval Reservation Airfield,,US,US-HI,OC
Oklahoma Department of Public Safety Helipad,,US,US-OK,
OU Children's Hospital Heliport,,US,US-OK,
Cochise Stronghold North Landing Strip,,US,US-AZ,
Norton Airport,,US,US-AZ,
Wren Field,,US,US-AZ,
Killam Ranch Airport,493.0,US,US-TX,
Puerto Cielo Airport,,US,US-AZ,
Force Ranch Airport,8208.0,US,US-CO,
Alamo Mission Airport,6233.0,US,US-NM,
Tankersley Residence Heliport,2509.0,US,US-AZ,
Gruy Airport,604.0,US,US-TX,
Camino de Fierro Airport,617.0,US,US-TX,
Sutter Medical Center Heliport,,US,US-CA,
HCA Florida Woodmont Hospital Heliport,12.0,US,US-FL,
Le Lac Heliport,23.0,US,US-FL,
Wheeler Airport,3920.0,US,US-AZ,
San Carlos Heliport,2844.0,US,US-AZ,
Diamond Bar Ranch Airport,,US,US-AZ,
Deer Canyon Helipad,,US,US-CA,
William Beaumont Army Medical Center Heliport,3971.0,US,US-TX,
Children's Hospital Minneapolis Heliport,998.0,US,US-MN,
Ann & Robert H Lurie Children's Hospital Heliport,,US,US-IL,
Whisky Branch Airport,131.0,US,US-TX,
Freedom Field Ultralight Park,62.0,US,US-CA,
Sandia Helitack Base,6494.0,US,US-NM,
Scappoose Bay Seaplane Base,,US,US-OR,
Jackson South Medical Center Heliport,42.0,US,US-FL,
Palms West Hospital Heliport,19.0,US,US-FL,
Florida Hospital Apopka Heliport,118.0,US,US-FL,
Bravera Health Spring Hill Heliport,48.0,US,US-FL,
Broome Field,1985.0,US,US-TX,
Hine Airport,1194.0,US,US-AZ,
Beltsville Airport,159.0,US,US-MD,
Camatta Ranch Airstrip,1358.0,US,US-CA,
Paicines Airport,724.0,US,US-CA,
Panoche Pass Airport,2125.0,US,US-CA,
Panoche Gliderport,1342.0,US,US-CA,
Cooper's Airport,1119.0,US,US-CA,
Fellows Taft Airport,489.0,US,US-CA,
Buck Brown Airport,5096.0,US,US-UT,
Harrisburg Junction Airport,2883.0,US,US-UT,
Holbrook Landing Field,4822.0,US,US-NM,
Taiban Field,4852.0,US,US-NM,
Guadalupe County Hospital Heliport,4615.0,US,US-NM,
Roosevelt General Hospital Heliport,4012.0,US,US-NM,
White Castle Airport,18.0,US,US-LA,
Grimes Airport,2371.0,US,US-CA,
Augusta Road Airfield,2734.0,US,US-CA,
Earlimart Duster Strip,289.0,US,US-CA,
Skylife Airport,248.0,US,US-OR,
Cards Air Park,377.0,US,US-OR,
Trohs Skypark,246.0,US,US-OR,
Bernard Airport,224.0,US,US-OR,
Saint Francis Medical Center Heliport,,US,US-CO,
Wardwell Field,,US,US-WY,
Goodyear Blimp Field,,US,US-TX,
Methodist Stone Oak Hospital Heliport,,US,US-TX,
Harbor Hospital Heliport,,US,US-TX,
Woman's Hospital Heliport,,US,US-LA,
National Guard Airport,,US,US-CA,
Johannesburg Airport,3551.0,US,US-CA,
Coburn Airport,404.0,US,US-CA,
Palomar Medical Center Downtown Heliport,715.0,US,US-CA,
Springhill Medical Center Heliport,32.0,US,US-AL,
USA Health Children's and Women's Hospital Heliport,17.0,US,US-AL,
Delpert / Norwalk Airport,,US,US-CA,
Orange Park Medical Center Heliport,62.0,US,US-FL,
Sky Lodge Landing Strip,1358.0,US,US-ME,
Glendale Airport,,US,US-NV,
Minton Ranch Airport,570.0,US,US-TX,
Reynosa Ranch Airport,,US,US-TX,
Lewis Energy Heliport,,US,US-TX,
Kleinman's Heliport,8.0,US,US-NY,
Kendall Jackson Airstrip,,US,US-CA,
Bar 43 Ranch Airport,,US,US-CA,
Alamo Lake / Wayside Oasis Airport,,US,US-AZ,
Bouquet Ranch Airport,,US,US-AZ,
Bouse Southeast Airstrip,,US,US-AZ,
Railroad Track Airstrip,,US,US-AZ,
Rancho Estrella Airstrip,,US,US-AZ,
Windmill Airstrip,,US,US-AZ,
Blue Hill Grade Airstrip,,US,US-CA,
Burch Ranch Airport,,US,US-CA,
Cantil Glider Landing Field,,US,US-CA,
Munsey Airstrip,,US,US-CA,
99th Avenue Airport,,US,US-AZ,
Burnt Corral Meadows Private Airstrip,,US,US-CA,
Canal View Airport,,US,US-CA,
Carter Creek Airstrip,,US,US-CA,
Superior Valley Targeting Airstrip,,US,US-CA,
Sky Valley Ranch Airport,,US,US-CA,
Crazy Creek Gliderport,,US,US-CA,
Crowder Flat Airstrip,,US,US-CA,
Eagle Lake Airport,,US,US-CA,
Belfast Airstrip,,US,US-CA,
Yellow Brick Road Airfield,,US,US-TX,
High Lonesome Airstrip,,US,US-TX,
Lewis Airport,,US,US-LA,
Skyview Ranch Airport,17.0,US,US-LA,
Juneau Landing Strip,,US,US-LA,
Gerald's Airstrip,,US,US-LA,
Owenyo Airstrip,,US,US-CA,
Maltby Airstrip,,US,US-CA,
Tremont Airport,,US,US-CA,
Eglin Site B5 Airfield,,US,US-FL,
Sasco Airport,1775.0,US,US-AZ,
Saint David Gliderfield,3711.0,US,US-AZ,
Bean Airport,1634.0,US,US-AZ,
Westbrook Valley Airport,525.0,US,US-NJ,
Big Bend Ranch State Park Airport,4250.0,US,US-TX,
Ogden Field,1890.0,US,US-AZ,
Joy Ranch Airport,1890.0,US,US-AZ,
Norterra Airstrip,1621.0,US,US-AZ,
14th Street Gliderfield,1716.0,US,US-AZ,
Harps Haven Heliport,1000.0,US,US-MI,
Antelope Creek Ranch Airport,,US,US-CA,
Tucker Gulch Airport,,US,US-CA,
Rathburn Mine Airport,,US,US-CA,
Isabel Valley Airport,,US,US-CA,
Kelli Field,,US,US-CA,
Paramount Farming Company Airport,,US,US-CA,
Landers South Airport,,US,US-CA,
Long Dave Valley Airport,,US,US-CA,
Hidden Valley Dry Lake Airstrip,,US,US-CA,
Old Canyon Airport,,US,US-CA,
Michael Ranch Airport,,US,US-CA,
Mann Ranch Airport,,US,US-CA,
Randsburg East Airport,,US,US-CA,
Red Hills Airstrip,,US,US-CA,
Reservoir F Airstrip,,US,US-CA,
Ridgecrest Airstrip,,US,US-CA,
Miller Flat Airport,,US,US-CA,
South Likely Airport,,US,US-CA,
Dolores Point Airport,,US,US-CO,
Dolores River Ranch Airport,,US,US-CO,
La Garita Creek Ranch Airport,8050.0,US,US-CO,
Quarter Circle Circle Ranch Airport,,US,US-CO,
45 Ranch Airport,,US,US-ID,
45 Ranch Old Airport,,US,US-ID,
Allison Ranch Airport,,US,US-ID,
B Bar C Airport,,US,US-ID,
Rams Horn Ranch Airport,,US,US-ID,
Castle Creek Road Airport,,US,US-ID,
Concord Airport,,US,US-ID,
Whitewater Ranch Airport,,US,US-ID,
Yellow Pine Bar Airport,,US,US-ID,
Crofoot Ranch Airport,,US,US-ID,
Cook Ranch Airport,,US,US-ID,
Mullins Airport,,US,US-ID,
Badley Ranch Airport,,US,US-ID,
Castle Airport,,US,US-ID,
Copenhaver Ranch Airport,,US,US-ID,
Hatter Creek Airport,,US,US-ID,
Eagle Creek Airport,,US,US-ID,
Elk Meadows Airport,,US,US-ID,
Falconberry Airport,,US,US-ID,
Heimgartner Airport,,US,US-ID,
Foxglove Ranch Airport,,US,US-ID,
Lazy H Ranch Airport,5357.0,US,US-ID,
Happy Hollow Ranch Airport,,US,US-ID,
Hoodoo Meadows Airport,8262.0,US,US-ID,
Horse Heaven Airport,,US,US-ID,
Athol Hospital Heliport,,US,US-MA,
LMC Ranch Airport,,US,US-ID,
Depot Airstrip,,US,US-ID,
North Star Ranch Airport,,US,US-ID,
Selway Lodge Airport,,US,US-ID,
White Bird Hill Airport,,US,US-ID,
Wind Ridge Airport,4050.0,US,US-ID,
Pittsburg Landing Airport,1185.0,US,US-OR,
Root Ranch Airport,,US,US-ID,
Saylor Creek Airport,,US,US-ID,
South Fork Ranch Airport,,US,US-ID,
Triangle Airport,,US,US-ID,
Young Landing Area,,US,US-ID,
Foster Ranch Airport,,US,US-ID,
Wiley Ranch Airport,,US,US-ID,
Yellow Jacket Ranch Airport,,US,US-ID,
Pony Creek Airport,,US,US-ID,
Colson Airport,,US,US-ID,
North Fork Airport,,US,US-ID,
Cumming Triangle Landing Area,,US,US-ID,
Castle Dale Airport,,US,US-UT,
Crazy Mountain Ranch Airport,5495.0,US,US-MT,
Ervin Ridge Airport,,US,US-MT,
Black Butte West Airport,,US,US-MT,
Lloyd Airfield,,US,US-TX,
Higgins Brothers Airport,,US,US-MT,
Lime Creek Airport,,US,US-MT,
Barrel Springs Airport,,US,US-NV,
Gerlach Airport,,US,US-NV,
Columbus Airport,,US,US-NV,
Deer Creek Grade Airport,,US,US-NV,
Gamble Ranch Airport,,US,US-NV,
Winecup Gamble Ranch Airport,,US,US-NV,
Seibeck Mine Airport,,US,US-NV,
Gold Point Airport,,US,US-NV,
Old Camp Airport,,US,US-NV,
Stateline Airport,,US,US-NV,
Wilkins Airport,5886.0,US,US-NV,
Leonard Creek Ranch Airport,4181.0,US,US-NV,
Lovelock Airport,,US,US-NV,
Colado Airport,,US,US-NV,
Humboldt Intermediate Field,,US,US-NV,
Marietta Airport,,US,US-NV,
Montello Airport,5052.0,US,US-NV,
Basecamp Airport,5228.0,US,US-NV,
Summit Lake Airport,5909.0,US,US-NV,
Three Shotgun Shells Airfield,4705.0,US,US-NV,
Too Short Airstrip,4711.0,US,US-NV,
Hop Skip and Jump / Julian Lane Airstrip,4750.0,US,US-NV,
Byington Ranch Airport,5922.0,US,US-NV,
Virgin Creek Airport,4954.0,US,US-NV,
Virgin Valley Ranch Airport,5085.0,US,US-NV,
Hawks Valley Airport,5532.0,US,US-OR,
Desert Bighorn Flat Airstrip,,US,US-NV,
Easy Street Airstrip,,US,US-NV,
Gold Mine Airstrip,,US,US-NV,
Gold Mine Number 2 Airstrip,,US,US-NV,
Too Many Horses Airstrip,,US,US-NV,
MTB Airstrip,,US,US-NV,
Lambertucci Airport,,US,US-NV,
Kamp Airport,,US,US-NY,
West Jersey Hospital Heliport,,US,US-NJ,
Edward Thornton Little Egg Harbor Community Center Emergency Helipad,,US,US-NJ,
Lacey Township Municipal Heliport,,US,US-NJ,
First Aid Squad Helipad,,US,US-NJ,
Blewett Airport,,US,US-TX,
Sulfur Plant Airport,,US,US-TX,
Loftin Airport,,US,US-TX,
Black Forest Heliport,126.0,US,US-TX,
Radke Airport,,US,US-MN,
Centennial Park Airport,,US,US-AZ,
Monroe Street Airport,,US,US-AZ,
Blake Ranch Airport,,US,US-AZ,
University of Colorado Hospital Heliport,,US,US-CO,
Cheyenne Regional Medical Center West Campus Heliport,,US,US-WY,
Wyoming Army National Guard Army Aviation Support Facility Heliport,6283.0,US,US-WY,
Ewing Farms Airport,200.0,US,US-CA,
US Border Patrol San Luis Helipad,164.0,US,US-AZ,
White Bluff Resort Heliport,578.0,US,US-TX,
Radio Bay Seaplane Base,,US,US-HI,OC
Ala Wai Heliport,,US,US-HI,OC
Lonesome Pines Airport,244.0,US,US-FL,
Long Branch Farms Airport,187.0,US,US-FL,
Lower Helipad,1379.0,US,US-CA,
Leefe Airport,6283.0,US,US-WY,
Upper Helipad,2181.0,US,US-CA,
Kaiser Permanente Antioch Medical Center Helport,220.0,US,US-CA,
Boron Northwest Airport,2383.0,US,US-CA,
Boron West Airport,2355.0,US,US-CA,
Flying Apple Ranch Airport,948.0,US,US-CA,
Roth Airport,1010.0,US,US-CA,
Greeley Airport,338.0,US,US-CA,
Flying Coyote Farm Airport,199.0,US,US-OR,
Anchor Ranch Airport,1196.0,US,US-TX,
McKinney Airport,892.0,US,US-PA,
Coast Guard Air Station Biloxi Seaplane Base,,US,US-MS,
Jackson County Airport / Raby Field,13.0,US,US-MS,
Hancock County Airport,11.0,US,US-MS,
Division Street Airport,265.0,US,US-OR,
Big Ben Airstrip,4413.0,US,US-NM,
Gover Airstrip,538.0,US,US-TX,
Plato Airfield,2887.0,US,US-CA,
Plato East Airstrip,2874.0,US,US-CA,
Dairyland Southwest Airport,158.0,US,US-CA,
Kleinhammer Field / Machado Dusters Airport,223.0,US,US-CA,
Alto Colorado Ranch Airport,267.0,US,US-TX,
Imperial Valley Cattle Company Number 1 Airstrip,1703.0,US,US-AZ,
Republic Steel Airport,,US,US-AL,
Cora Texas Landing Strip,12.0,US,US-LA,
Air Farm Landing Strip,16.0,US,US-LA,
Ragan Farms Airport,354.0,US,US-CA,
Carl R Darnall Army Medical Center Heliport,940.0,US,US-TX,
Fort Hood Landing Strip 12 Hammer,944.0,US,US-TX,
Fort Hood Cold Springs UAV Airstrip,779.0,US,US-TX,
Fort Hood Northeast Heliport,859.0,US,US-TX,
Flying J Ranch Airport,87.0,US,US-LA,
Tucker Road Landing Field,2066.0,US,US-AZ,
Schuk Toak Farms Landing Field,2307.0,US,US-AZ,
New Milford Hospital Heliport,270.0,US,US-CT,
Valencia Community Air Ranch,5082.0,US,US-NM,
El Dorado Substation Airstrip,1821.0,US,US-NV,
Harquahala Ranches Airstrip,12963.0,US,US-AZ,
Sundown Airstrip,2133.0,US,US-AZ,
Creosote Airstrip,2126.0,US,US-AZ,
McCracken Mine Airport,2232.0,US,US-AZ,
Seventeen Mile Ranch Airport,3226.0,US,US-AZ,
Hillside Airport,3862.0,US,US-AZ,
Hillside Airstrip,5125.0,US,US-UT,
Double O Ranch Airport,4973.0,US,US-AZ,
Agua Caliente Airport,482.0,US,US-AZ,
UCHealth Highlands Ranch Hospital Heliport,,US,US-CO,
Camas National Wildlife Refuge Airstrip,4795.0,US,US-ID,
Burntfork Airport,7618.0,US,US-WY,
Cedarville Reservoir Seaplane Base,781.0,US,US-IN,
Sabine Pilots Heliport,17.0,US,US-TX,
Denney Airport,898.0,US,US-TN,
Foshee Airport,143.0,US,US-AL,
Fly Sky Airport,1025.0,US,US-NC,
Circuit of the Americas South Heliport,619.0,US,US-TX,
Owls Head Farm Airport,132.0,US,US-FL,
Harrison Airport,5015.0,US,US-MT,
Hamilton Triple C Farms Airport,5023.0,US,US-ID,
Alexander Airport,66.0,US,US-MS,
Rankin Airport,302.0,US,US-CA,
Moores Airport,299.0,US,US-CA,
Frost Ranch Airport,1829.0,US,US-TX,
Taylor Ranch Airport,2025.0,US,US-TX,
Willie B Whitehead Ranch Airport,2109.0,US,US-TX,
Flying W Ranch Airport,2201.0,US,US-TX,
Trans Pecos Ranch Airprot,3413.0,US,US-TX,
McKenna Ranch Airport,2082.0,US,US-TX,
Causey Landing Field,3964.0,US,US-NM,
Grand Canyon Ranch West Heliport,4114.0,US,US-AZ,
Grand Canyon Ranch East Heliport,4173.0,US,US-AZ,
Tordillo Camp Airport,627.0,US,US-TX,
Quatro Ranch Airport,510.0,US,US-TX,
W5 Ranch Airport,787.0,US,US-TX,
Kincaid Ranch Airport,892.0,US,US-TX,
AVK Ranch Airport,741.0,US,US-TX,
Lyles Ranch Airport,836.0,US,US-TX,
Chaparosa Ranch Airport,699.0,US,US-TX,
Garwood Airport,160.0,US,US-TX,
Laguna Ranch Airport,659.0,US,US-TX,
Southern Pine Straw Airport,54.0,US,US-AL,
Antelope Springs Ranch Airport,5230.0,US,US-WY,
Oasis Ranch Airport,5013.0,US,US-CA,
Mynning Airport,948.0,US,US-MI,
Versailles Airport,971.0,US,US-IN,
6080 Center Drive Helipad,,US,US-CA,
6100 Center Drive Helipad,,US,US-CA,
6060 Center Drive Helipad,,US,US-CA,
Howard Hughes Tower Helipad,,US,US-CA,
Northpoint Helipad,,US,US-CA,
AON Center Helipad,,US,US-CA,
550 South Hope Street Helipad,,US,US-CA,
1221 SW 1st Avenue Helipad,,US,US-OR,
Riverby Ranch Airport,480.0,US,US-TX,
Koch Airport,590.0,US,US-OK,
Galichia Airport,954.0,US,US-KS,
Old Bolivar Airport,1112.0,US,US-MO,
Phillips Airport,715.0,US,US-MO,
Harrison Field,770.0,US,US-TX,
Halm Ranch Airport,1366.0,US,US-TX,
Houston Methodist The Woodlands Hospital Heliport,125.0,US,US-TX,
Nyack Seaplane Base,,US,US-NY,
Mountain View Airport,7070.0,US,US-WY,
Pilots Point Airport,1020.0,US,US-MO,
Tillamook Coastway Number 1 Airport,45.0,US,US-OR,
Truckee Intermediate Field,5832.0,US,US-CA,
D-Bar Ranch Airport,2516.0,US,US-TX,
Zellwin Farms Airport,69.0,US,US-FL,
Caineville Airport,4642.0,US,US-UT,
Poway Field Gliderport,560.0,US,US-CA,
Neilson Wash Airport,4705.0,US,US-UT,
Bullfrog Creek Airstrip,5089.0,US,US-UT,
Sids Strip,83.0,US,US-FL,
US Border Patrol Comstock Station Heliport,1447.0,US,US-TX,
South Apache Ranch Airport,531.0,US,US-TX,
Bachelor Field,285.0,US,US-AL,
Hopville Airport,167.0,US,US-OR,
Short Road Airstrip,4567.0,US,US-NV,
Huffman Prairie Flying Field,804.0,US,US-OH,
Big Meadow Airstrip,6649.0,US,US-NV,
Foster Field,153.0,US,US-TX,
Elkton Airfield,113.0,US,US-OR,
InterContinental Los Angeles Century City Helipad,,US,US-CA,
McCarrell Airport,5787.0,US,US-AZ,
Gingrich Airport,340.0,US,US-PA,
Muskrat Landing Strip,6089.0,US,US-WY,
Willow Springs Draw Airport,6657.0,US,US-WY,
Stahmann Farms Airfield (1958),3850.0,US,US-NM,
Walker Ranch Private Airport,67.0,US,US-FL,
US Naval Reservation Homestead Heliport,2.0,US,US-FL,
Sail Park Airstrip,4259.0,US,US-NV,
Mooneys Mudhole Airstrip,,US,US-NV,
Bowling Alley Airstrip,,US,US-NV,
Wild Horses Airstrip,,US,US-NV,
Good For All Airstrip,4209.0,US,US-NV,
Railroad Crossing Airstrip,4262.0,US,US-NV,
Lookout Airstrip,5217.0,US,US-NV,
Far East Airstrip,4281.0,US,US-NV,
Sunrise Airfield,4764.0,US,US-AZ,
Sunrise Helipad,4747.0,US,US-AZ,
Warner Center Marriott Woodland Hills Helipad,,US,US-CA,
Warner Center Plaza V Helipad,,US,US-CA,
Warner Center Plaza VI Helipad,,US,US-CA,
